iter	Logloss
543	0.5504154663
544	0.5503190918
545	0.5501677246
546	0.5500585327
547	0.549953064
548	0.5497997437
549	0.549677002
550	0.5495368652
551	0.5494301758
552	0.5493104248
553	0.5491698608
554	0.5490783691
555	0.5489243164
556	0.5487900391
557	0.5486899414
558	0.5485948486
559	0.5484562988
560	0.5483649902
561	0.5482052002
562	0.5481281128
563	0.5479703369
564	0.5478200684
565	0.5477049561
566	0.5475756836
567	0.5474324951
568	0.5473343506
569	0.5472651978
570	0.5471403809
571	0.5469293213
572	0.5467659912
573	0.546675293
574	0.5465365601
575	0.5464187012
576	0.5463047485
577	0.5461968994
578	0.546072876
579	0.5459125977
580	0.5458024902
581	0.5457011108
582	0.5455637207
583	0.545383667
584	0.5452893677
585	0.5452086182
586	0.5450544434
587	0.5449144287
588	0.5447531738
589	0.5446745605
590	0.5445638428
591	0.5444094238
592	0.544277832
593	0.5441702881
594	0.5440418701
595	0.5439072266
596	0.5437747192
597	0.5436626587
598	0.5435072632
599	0.5433191528
600	0.5432351074
601	0.543105835
602	0.5429818115
603	0.5428790283
604	0.5427722778
605	0.5425750122
606	0.5424677734
607	0.5422687988
608	0.5420640869
609	0.5419607544
610	0.5418104248
611	0.5416854248
612	0.5415391846
613	0.5414332886
614	0.5412529297
615	0.5411398315
616	0.5410192871
617	0.540895752
618	0.540824707
619	0.5407141724
620	0.5405760498
621	0.5404520874
622	0.5403008423
623	0.5401712646
624	0.5400540771
625	0.5398686523
626	0.5397931519
627	0.539723877
628	0.5396317139
629	0.5395015869
630	0.5394090576
631	0.5392819824
632	0.5391693726
633	0.5390432129
634	0.5388739014
635	0.5387756348
636	0.5386497803
637	0.5385543213
638	0.5384752197
639	0.5383439941
640	0.538180542
641	0.5380546265
642	0.5378869019
643	0.5377767334
644	0.5376750488
645	0.5375922852
646	0.5374364624
647	0.537307251
648	0.5371774902
649	0.5370861816
650	0.5369967041
651	0.536847168
652	0.5367130737
653	0.5365450439
654	0.5364159546
655	0.5363510742
656	0.5362077637
657	0.5360698242
658	0.5359674072
659	0.5358735352
660	0.5357412109
661	0.5356304321
662	0.5355244751
663	0.5354574585
664	0.5353339844
665	0.5352312012
666	0.5351607666
667	0.5350874023
668	0.5349370117
669	0.5347788696
670	0.5346191406
671	0.5344647217
672	0.5343399658
673	0.5342219238
674	0.5340772705
675	0.533951416
676	0.5338580933
677	0.5337310791
678	0.5335852051
679	0.5334439697
680	0.5332775879
681	0.5331918945
682	0.5330794067
683	0.5329985352
684	0.5328741455
685	0.5327879639
686	0.5326842041
687	0.5326030273
688	0.5324698486
689	0.5323423462
690	0.5322298584
691	0.5320613403
692	0.5319587402
693	0.5318758545
694	0.5317317505
695	0.5316016846
696	0.5315158081
697	0.5314289551
698	0.5313248291
699	0.5311582031
700	0.5310943604
701	0.530911377
702	0.5308174438
703	0.5306994629
704	0.5305361328
705	0.5304200439
706	0.5303051758
707	0.5301867676
708	0.5300563354
709	0.5299849854
710	0.5298783569
711	0.5297733765
712	0.5296866455
713	0.5295701904
714	0.5294416504
715	0.5293139038
716	0.529175293
717	0.5290773926
718	0.5289702148
719	0.5288795776
720	0.5287331543
721	0.5286395874
722	0.5285437012
723	0.5284437256
724	0.5283226318
725	0.528173584
726	0.5280941162
727	0.5280048828
728	0.5278983154
729	0.5277419434
730	0.5276470947
731	0.5274910278
732	0.5273606567
733	0.5272647095
734	0.5271947021
735	0.5270672607
736	0.5269967651
737	0.5268650513
738	0.5267564697
739	0.5266693726
740	0.5265546265
741	0.5264397583
742	0.5263259888
743	0.5262526855
744	0.5261781616
745	0.5260897217
746	0.5259716797
747	0.5259008179
748	0.5258390503
749	0.5257375488
750	0.5255858154
751	0.5254638062
752	0.5253687744
753	0.5252828979
754	0.5251652832
755	0.525059082
756	0.5249556885
757	0.5248183594
758	0.5247692871
759	0.5246546631
760	0.5245126953
761	0.5244293213
762	0.5243344116
763	0.5242098389
764	0.5240597534
765	0.5239745483
766	0.5238209229
767	0.5236826782
768	0.5235608521
769	0.5234613037
770	0.5233500977
771	0.523199707
772	0.5231064453
773	0.5230047607
774	0.5228927002
775	0.5227753296
776	0.5226999512
777	0.5225822144
778	0.5224776611
779	0.522352356
780	0.52225354
781	0.5221608887
782	0.522062439
783	0.5219484863
784	0.5218626709
785	0.5216953125
786	0.52159375
787	0.521489563
788	0.5214207764
789	0.5213079834
790	0.5212122803
791	0.5210454712
792	0.5209107666
793	0.5208254395
794	0.5207401123
795	0.5206318359
796	0.5205408936
797	0.5204295654
798	0.5202976074
799	0.5201763916
800	0.5200714111
801	0.5199449463
802	0.5197998047
803	0.5196641846
804	0.5195465088
805	0.5194401855
806	0.5193050537
807	0.5191886597
808	0.5190949707
809	0.5189588623
810	0.5188327637
811	0.518739502
812	0.5186455078
813	0.518559082
814	0.5184030151
815	0.518317749
816	0.5181848145
817	0.5180419312
818	0.5179168701
819	0.517815918
820	0.5177171021
821	0.5175910645
822	0.5175169067
823	0.5174209595
824	0.5173429565
825	0.517227478
826	0.5171213379
827	0.5169750977
828	0.51680896
829	0.5166634521
830	0.5165178223
831	0.5163884277
832	0.5162852783
833	0.5161741943
834	0.5160372314
835	0.5159178467
836	0.5157868652
837	0.5157438354
838	0.5156013184
839	0.5154606323
840	0.5153751831
841	0.515223877
842	0.5150842285
843	0.5149682617
844	0.5148893433
845	0.5147984619
846	0.5147090454
847	0.514618042
848	0.5145097656
849	0.5144317017
850	0.5143637695
851	0.514269043
852	0.5142097168
853	0.5140900879
854	0.5139393311
855	0.5138100586
856	0.5137011719
857	0.5135716553
858	0.5134755249
859	0.5133653564
860	0.5132684326
861	0.5131286011
862	0.5130327148
863	0.5129343262
864	0.512836792
865	0.5127612305
866	0.5126678467
867	0.5125703125
868	0.5125097656
869	0.5124064941
870	0.5123063354
871	0.5121968384
872	0.5121034546
873	0.5120245361
874	0.5118289795
875	0.5117327271
876	0.5115812073
877	0.511504364
878	0.5113757324
879	0.5112681274
880	0.511171936
881	0.5110671387
882	0.5109243774
883	0.5108822021
884	0.5107164917
885	0.5105211792
886	0.5103793945
887	0.5102846375
888	0.5101593933
889	0.5100443726
890	0.5099463806
891	0.5098301086
892	0.5097426453
893	0.5096227417
894	0.5095371094
895	0.5094290161
896	0.509289917
897	0.509109314
898	0.5089714355
899	0.5088753662
900	0.5087869263
901	0.5086898193
902	0.5085859375
903	0.5084674377
904	0.508394989
905	0.5082466431
906	0.5081669922
907	0.5080169678
908	0.5079639587
909	0.5078284912
910	0.5076994019
911	0.5075736084
912	0.5074823608
913	0.5073685913
914	0.5072417603
915	0.5071082458
916	0.5069867554
917	0.5068570557
918	0.5067997437
919	0.5067103577
920	0.5066271667
921	0.5065415649
922	0.5064884033
923	0.5063620605
924	0.5063032837
925	0.5061522827
926	0.5060786438
927	0.5060127563
928	0.5058198853
929	0.5057754517
930	0.5056060791
931	0.505497345
932	0.5053559265
933	0.5052728882
934	0.5052111816
935	0.5051347351
936	0.5050469971
937	0.504944397
938	0.5048491211
939	0.5047713623
940	0.5046506348
941	0.5045397339
942	0.5044445801
943	0.5042521667
944	0.5041154175
945	0.5040050659
946	0.5039080811
947	0.5038032227
948	0.5036630249
949	0.5035428467
950	0.5033845825
951	0.5032330017
952	0.5031044922
953	0.5030106506
954	0.5029234009
955	0.5027908936
956	0.5026886902
957	0.5025722046
958	0.5024718018
959	0.502374939
960	0.5023221741
961	0.5021703186
962	0.5020562134
963	0.5019247742
964	0.5018387146
965	0.5017201843
966	0.5016381226
967	0.5014727173
968	0.5013920593
969	0.5013063354
970	0.5012130737
971	0.5010689392
972	0.5008994751
973	0.5007896118
974	0.5006988525
975	0.5006097107
976	0.5004895325
977	0.5003967896
978	0.5002881165
979	0.5001813354
980	0.5000835571
981	0.5000033569
982	0.4998970947
983	0.4997374268
984	0.4995847168
985	0.4995223999
986	0.4994378967
987	0.4993795166
988	0.4992628174
989	0.4991479187
990	0.4990335388
991	0.4989538574
992	0.4988761597
993	0.4987601318
994	0.4986951599
995	0.4986027222
996	0.4985040283
997	0.4984282837
998	0.4983894958
999	0.4983091736
